#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-10-31T19:46:12 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-10-31T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VI/49/bound_18&-order=I&-out=RAB1875&-out=DEB1875&-out=cst&-out=type&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	ivoid=ivo://cds.vizier/vi/49	    IVOID of underlying data collection
#INFO	creator=Davenhall A.C.	    First author or institution
#INFO	cites=bibcode:1997yCat.6049....0D	    Bibcode of the dataset
#INFO	original_date=1997	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VI/49	    Dataset landing page
#INFO	publication_date=2024-10-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1875:	eq_FK4 B1875
#Table	VI_49_bound_18:
#Name: VI/49/bound_18
#Title: Boundaries for B1875 (original file)
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAB1875	(F8.4)	[0/24]? Right ascension in decimal hours (B1875)	[ucd=pos.eq.ra;meta.main]
#Column	DEB1875	(F9.5)	[-90/88]? Declination in degrees (1875)	[ucd=pos.eq.dec;meta.main]
#Column	cst	(A4)	Constellation abbreviation	[ucd=meta.id.part]
#Column	type	(A1)	[O] Type of point (O = original)	[ucd=meta.note]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;RAB1875;DEB1875;cst;type;_RA.icrs;_DE.icrs
031.665095;+10.514386;030.0000;+09.91667;PSC ;O;031.6651;+10.51439
031.615113;+02.597883;030.0000;+02.00000;PSC ;O;031.6151;+02.59788
006.603675;+02.692541;004.9999;+02.00000;PSC ;O;006.6037;+02.69254
006.601217;+00.692546;004.9999;+00.00000;PSC ;O;006.6012;+00.69255
006.592590;-06.307437;004.9999;-07.00000;PSC ;O;006.5926;-06.30744
359.103210;-06.304184;357.4999;-07.00000;PSC ;O;359.1032;-06.30418
359.102121;-03.304189;357.4999;-04.00000;PSC ;O;359.1021;-03.30419
342.864630;-03.337737;341.2500;-04.00000;PSC ;O;342.8646;-03.33774
346.680871;-24.825001;345.0000;-25.50000;PSA ;O;346.6809;-24.82500
329.770240;-24.904002;328.0000;-25.50000;PSA ;O;329.7702;-24.90400
321.807714;-24.959724;319.9999;-25.50000;PSA ;O;321.8077;-24.95972
321.831570;-27.459631;319.9999;-28.00000;PSA ;O;321.8316;-27.45963
321.928013;-36.459253;319.9999;-37.00000;PSA ;O;321.9280;-36.45925
346.727431;-36.324917;345.0000;-37.00000;PSA ;O;346.7274;-36.32492
111.973184;-11.252143;110.5000;-11.00000;PUP ;O;111.9732;-11.25214
111.676966;-33.250474;110.5000;-33.00000;PUP ;O;111.6770;-33.25047
099.903623;-33.112810;098.7499;-33.00000;PUP ;O;099.9036;-33.11281
099.708666;-43.111643;098.7499;-43.00000;PUP ;O;099.7087;-43.11164
090.951524;-43.005765;090.0000;-43.00000;PUP ;O;090.9515;-43.00576
090.748628;-50.754531;090.0000;-50.75000;PUP ;O;090.7486;-50.75453
120.861427;-51.102606;120.0000;-50.75000;PUP ;O;120.8614;-51.10261
121.038036;-43.353524;120.0000;-43.00000;PUP ;O;121.0380;-43.35352
126.572070;-43.409545;125.5000;-43.00000;PUP ;O;126.5721;-43.40954
126.677569;-37.160058;125.5000;-36.75000;PUP ;O;126.6776;-37.16006
126.926877;-17.411265;125.5000;-17.00000;PUP ;O;126.9269;-17.41126
126.989575;-11.411567;125.5000;-11.00000;PUP ;O;126.9896;-11.41157
122.733960;-11.368800;121.2499;-11.00000;PUP ;O;122.7340;-11.36880
126.926877;-17.411265;125.5000;-17.00000;PYX ;O;126.9269;-17.41126
130.184128;-17.442478;128.7499;-17.00000;PYX ;O;130.1841;-17.44248
130.163305;-19.442382;128.7499;-19.00000;PYX ;O;130.1633;-19.44238
137.684771;-19.508843;136.2499;-19.00000;PYX ;O;137.6848;-19.50884
137.636572;-24.508649;136.2499;-24.00000;PYX ;O;137.6366;-24.50865
141.904131;-24.542539;140.5000;-24.00000;PYX ;O;141.9041;-24.54254
141.771393;-37.292047;140.5000;-36.75000;PYX ;O;141.7714;-37.29205
126.677569;-37.160058;125.5000;-36.75000;PYX ;O;126.6776;-37.16006
048.362417;-67.035752;048.0000;-67.50000;RET ;O;048.3624;-67.03575
068.793691;-67.247879;068.7499;-67.50000;RET ;O;068.7937;-67.24788
069.274259;-58.750617;068.7499;-59.00000;RET ;O;069.2743;-58.75062
065.554313;-58.708804;064.9999;-59.00000;RET ;O;065.5543;-58.70880
065.650198;-56.209336;064.9999;-56.50000;RET ;O;065.6502;-56.20934
060.692664;-56.155530;060.0000;-56.50000;RET ;O;060.6927;-56.15553
060.797653;-52.822759;060.0000;-53.16667;RET ;O;060.7977;-52.82276
058.318552;-52.796790;057.4999;-53.16667;RET ;O;058.3186;-52.79679
053.364774;-52.747017;052.5000;-53.16667;RET ;O;053.3648;-52.74702
053.236579;-57.079720;052.5000;-57.50000;RET ;O;053.2366;-57.07972
048.790901;-57.037716;048.0000;-57.50000;RET ;O;048.7909;-57.03772
284.373601;+18.664717;283.0000;+18.50000;SGE ;O;284.3736;+18.66472
284.339097;+21.247843;283.0000;+21.08333;SGE ;O;284.3391;+21.24784
290.096309;+21.314820;288.7500;+21.08333;SGE ;O;290.0963;+21.31482
290.121275;+19.398303;288.7500;+19.16667;SGE ;O;290.1213;+19.39830
298.885652;+19.495540;297.4999;+19.16667;SGE ;O;298.8857;+19.49554
298.860236;+21.578733;297.4999;+21.25000;SGE ;O;298.8602;+21.57873
305.125394;+21.643651;303.7500;+21.25000;SGE ;O;305.1254;+21.64365
305.134035;+20.893695;303.7500;+20.50000;SGE ;O;305.1340;+20.89369
305.186935;+16.143963;303.7500;+15.75000;SGE ;O;305.1869;+16.14396
303.558948;+16.127516;302.1250;+15.75000;SGE ;O;303.5589;+16.12752
298.925975;+16.079087;297.4999;+15.75000;SGE ;O;298.9260;+16.07909
298.921138;+16.495731;297.4999;+16.16667;SGE ;O;298.9211;+16.49573
286.405469;+16.355076;285.0000;+16.16667;SGE ;O;286.4055;+16.35508
286.375469;+18.688231;285.0000;+18.50000;SGE ;O;286.3755;+18.68823
284.744011;-11.866424;283.0000;-12.03333;SGR ;O;284.7440;-11.86642
284.793680;-15.832801;283.0000;-16.00000;SGR ;O;284.7937;-15.83280
275.549513;-15.943564;273.7500;-16.00000;SGR ;O;275.5495;-15.94356
265.800151;-16.061878;264.0000;-16.00000;SGR ;O;265.8002;-16.06188
266.001802;-30.060665;264.0000;-30.00000;SGR ;O;266.0018;-30.06066
269.502803;-30.018208;267.4999;-30.00000;SGR ;O;269.5028;-30.01821
269.625462;-37.017465;267.4999;-37.00000;SGR ;O;269.6255;-37.01747
289.596317;-36.778548;287.5000;-37.00000;SGR ;O;289.5963;-36.77855
289.769652;-45.277548;287.5000;-45.50000;SGR ;O;289.7697;-45.27755
307.169292;-45.089965;304.9999;-45.50000;SGR ;O;307.1693;-45.08997
306.897942;-27.591311;304.9999;-28.00000;SGR ;O;306.8979;-27.59131
301.915948;-27.641890;300.0000;-28.00000;SGR ;O;301.9159;-27.64189
301.726354;-11.676217;300.0000;-12.03333;SGR ;O;301.7264;-11.67622
240.437216;-08.352322;238.7500;-08.00000;SCO ;O;240.4372;-08.35232
245.691176;-08.295887;244.0000;-08.00000;SCO ;O;245.6912;-08.29589
245.810644;-18.545241;244.0000;-18.25000;SCO ;O;245.8106;-18.54524
247.438187;-18.527231;245.6250;-18.25000;SCO ;O;247.4382;-18.52723
247.450647;-19.527162;245.6250;-19.25000;SCO ;O;247.4506;-19.52716
245.822948;-19.545174;244.0000;-19.25000;SCO ;O;245.8229;-19.54517
245.891429;-24.878133;244.0000;-24.58333;SCO ;O;245.8914;-24.87813
253.155636;-24.796107;251.2500;-24.58333;SCO ;O;253.1556;-24.79611
253.235324;-30.212321;251.2500;-30.00000;SCO ;O;253.2353;-30.21232
266.001802;-30.060665;264.0000;-30.00000;SCO ;O;266.0018;-30.06066
269.502803;-30.018208;267.4999;-30.00000;SCO ;O;269.5028;-30.01821
269.625462;-37.017465;267.4999;-37.00000;SCO ;O;269.6255;-37.01747
269.809297;-45.516352;267.4999;-45.50000;SCO ;O;269.8093;-45.51635
248.570630;-45.767081;246.3124;-45.50000;SCO ;O;248.5706;-45.76708
248.494784;-42.267503;246.3124;-42.00000;SCO ;O;248.4948;-42.26750
242.152787;-42.336707;240.0000;-42.00000;SCO ;O;242.1528;-42.33671
241.947666;-29.837783;240.0000;-29.50000;SCO ;O;241.9477;-29.83778
236.929932;-29.889639;235.0000;-29.50000;SCO ;O;236.9299;-29.88964
236.812999;-20.390216;235.0000;-20.00000;SCO ;O;236.8130;-20.39022
240.571717;-20.351631;238.7500;-20.00000;SCO ;O;240.5717;-20.35163
346.680871;-24.825001;345.0000;-25.50000;SCL ;O;346.6809;-24.82500
359.110472;-24.804154;357.4999;-25.50000;SCL ;O;359.1105;-24.80415
026.458740;-24.872865;025.0000;-25.50000;SCL ;O;026.4587;-24.87286
026.350575;-39.372560;025.0000;-40.00000;SCL ;O;026.3506;-39.37256
351.692620;-39.312697;349.9999;-40.00000;SCL ;O;351.6926;-39.31270
351.683276;-36.312710;349.9999;-37.00000;SCL ;O;351.6833;-36.31271
346.727431;-36.324917;345.0000;-37.00000;SCL ;O;346.7274;-36.32492
275.549513;-15.943564;273.7500;-16.00000;SCT ;O;275.5495;-15.94356
284.793680;-15.832801;283.0000;-16.00000;SCT ;O;284.7937;-15.83280
284.744011;-11.866424;283.0000;-12.03333;SCT ;O;284.7440;-11.86642
284.647260;-03.833666;283.0000;-04.00000;SCT ;O;284.6473;-03.83367
280.398181;-03.884212;278.7499;-04.00000;SCT ;O;280.3982;-03.88421
275.399113;-03.944473;273.7500;-04.00000;SCT ;O;275.3991;-03.94447
227.852949;-00.474279;226.2499;+00.00000;SER1;O;227.8529;-00.47428
227.781422;+07.525413;226.2499;+08.00000;SER1;O;227.7814;+07.52541
227.605437;+25.524653;226.2499;+26.00000;SER1;O;227.6054;+25.52465
229.099454;+25.538099;227.7499;+26.00000;SER1;O;229.0995;+25.53810
241.805688;+25.664177;240.4999;+26.00000;SER1;O;241.8057;+25.66418
241.856530;+21.664444;240.4999;+22.00000;SER1;O;241.8565;+21.66444
240.110954;+21.646001;238.7500;+22.00000;SER1;O;240.1110;+21.64600
240.181033;+15.646362;238.7500;+16.00000;SER1;O;240.1810;+15.64636
242.676576;+15.672826;241.2499;+16.00000;SER1;O;242.6766;+15.67283
242.809627;+03.673528;241.2499;+04.00000;SER1;O;242.8096;+03.67353
245.558562;+03.703395;244.0000;+04.00000;SER1;O;245.5586;+03.70340
245.602590;-00.296366;244.0000;+00.00000;SER1;O;245.6026;-00.29637
245.638367;-03.546173;244.0000;-03.25000;SER1;O;245.6384;-03.54617
240.386891;-03.602581;238.7500;-03.25000;SER1;O;240.3869;-03.60258
227.881897;-03.724155;226.2499;-03.25000;SER1;O;227.8819;-03.72415
275.350594;+00.055234;273.7500;+00.00000;SER2;O;275.3506;+00.05523
275.314227;+03.055015;273.7500;+03.00000;SER2;O;275.3142;+03.05501
277.939207;+03.086738;276.3750;+03.00000;SER2;O;277.9392;+03.08674
277.921044;+04.586629;276.3750;+04.50000;SER2;O;277.9210;+04.58663
275.295980;+04.554904;273.7500;+04.50000;SER2;O;275.2960;+04.55490
275.274593;+06.304775;273.7500;+06.25000;SER2;O;275.2746;+06.30477
281.458537;+06.379205;279.9333;+06.25000;SER2;O;281.4585;+06.37920
284.525943;+06.415617;283.0000;+06.25000;SER2;O;284.5259;+06.41562
284.576391;+02.165915;283.0000;+02.00000;SER2;O;284.5764;+02.16592
280.326214;+02.115357;278.7499;+02.00000;SER2;O;280.3262;+02.11536
280.350187;+00.115500;278.7499;+00.00000;SER2;O;280.3502;+00.11550
280.398181;-03.884212;278.7499;-04.00000;SER2;O;280.3982;-03.88421
275.399113;-03.944473;273.7500;-04.00000;SER2;O;275.3991;-03.94447
275.549513;-15.943564;273.7500;-16.00000;SER2;O;275.5495;-15.94356
265.800151;-16.061878;264.0000;-16.00000;SER2;O;265.8002;-16.06188
259.297407;-16.139990;257.5000;-16.00000;SER2;O;259.2974;-16.13999
259.222055;-10.140434;257.5000;-10.00000;SER2;O;259.2221;-10.14043
265.473485;-10.065364;263.7499;-10.00000;SER2;O;265.4735;-10.06536
265.494392;-11.731909;263.7499;-11.66667;SER2;O;265.4944;-11.73191
266.744657;-11.716772;265.0000;-11.66667;SER2;O;266.7447;-11.71677
266.723715;-10.050228;265.0000;-10.00000;SER2;O;266.7237;-10.05023
271.223692;-09.995598;269.5000;-10.00000;SER2;O;271.2237;-09.99560
271.149630;-03.996046;269.5000;-04.00000;SER2;O;271.1496;-03.99605
269.149657;-04.020342;267.4999;-04.00000;SER2;O;269.1497;-04.02034
269.101002;-00.020637;267.4999;+00.00000;SER2;O;269.1010;-00.02064
145.348717;-00.567052;143.7499;+00.00000;SEX ;O;145.3487;-00.56705
145.398232;+06.432781;143.7499;+07.00000;SEX ;O;145.3982;+06.43278
162.875854;+06.337746;161.2500;+07.00000;SEX ;O;162.8759;+06.33775
162.849548;-00.662215;161.2500;+00.00000;SEX ;O;162.8495;-00.66221
162.826971;-06.662181;161.2500;-06.00000;SEX ;O;162.8270;-06.66218
162.807750;-11.662152;161.2500;-11.00000;SEX ;O;162.8077;-11.66215
145.270082;-11.566788;143.7499;-11.00000;SEX ;O;145.2701;-11.56679
050.836504;-01.302944;049.2499;-01.75000;TAU ;O;050.8365;-01.30294
050.852805;+00.446978;049.2499;+00.00000;TAU ;O;050.8528;+00.44698
050.946229;+10.363200;049.2499;+09.91667;TAU ;O;050.9462;+10.36320
051.037049;+19.446096;049.2499;+19.00000;TAU ;O;051.0370;+19.44610
052.290438;+19.434316;050.5000;+19.00000;TAU ;O;052.2904;+19.43432
052.426478;+31.100328;050.5000;+30.66667;TAU ;O;052.4265;+31.10033
069.486727;+30.921852;067.5000;+30.66667;TAU ;O;069.4867;+30.92185
069.476572;+30.255239;067.5000;+30.00000;TAU ;O;069.4766;+30.25524
073.235129;+30.212289;071.2500;+30.00000;TAU ;O;073.2351;+30.21229
073.212259;+28.712423;071.2500;+28.50000;TAU ;O;073.2123;+28.71242
090.228675;+28.509238;088.2499;+28.50000;TAU ;O;090.2287;+28.50924
090.220847;+28.009286;088.2499;+28.00000;TAU ;O;090.2208;+28.00929
090.143819;+22.843086;088.2499;+22.83333;TAU ;O;090.1438;+22.84309
087.393573;+22.876469;085.5000;+22.83333;TAU ;O;087.3936;+22.87647
087.326766;+18.043546;085.5000;+18.00000;TAU ;O;087.3268;+18.04355
088.326947;+18.031413;086.5000;+18.00000;TAU ;O;088.3269;+18.03141
088.255154;+12.531851;086.5000;+12.50000;TAU ;O;088.2552;+12.53185
085.754842;+12.562154;084.0000;+12.50000;TAU ;O;085.7548;+12.56215
085.793426;+15.561919;084.0000;+15.50000;TAU ;O;085.7934;+15.56192
081.792019;+15.610142;079.9999;+15.50000;TAU ;O;081.7920;+15.61014
081.798500;+16.110102;079.9999;+16.00000;TAU ;O;081.7985;+16.11010
076.295070;+16.175492;074.5000;+16.00000;TAU ;O;076.2951;+16.17549
076.288716;+15.675530;074.5000;+15.50000;TAU ;O;076.2887;+15.67553
071.033824;+15.736456;069.2500;+15.50000;TAU ;O;071.0338;+15.73646
070.852158;+00.237507;069.2500;+00.00000;TAU ;O;070.8522;+00.23751
055.352715;+00.403731;053.7499;+00.00000;TAU ;O;055.3527;+00.40373
055.335393;-01.346181;053.7499;-01.75000;TAU ;O;055.3354;-01.34618
307.458858;-56.588534;304.9999;-57.00000;TEL ;O;307.4589;-56.58853
307.169292;-45.089965;304.9999;-45.50000;TEL ;O;307.1693;-45.08997
289.769652;-45.277548;287.5000;-45.50000;TEL ;O;289.7697;-45.27755
272.309024;-45.485979;270.0000;-45.50000;TEL ;O;272.3090;-45.48598
272.672317;-56.983775;270.0000;-57.00000;TEL ;O;272.6723;-56.98377
026.744528;+25.626301;025.0000;+25.00000;TRI ;O;026.7445;+25.62630
026.764562;+28.626244;025.0000;+28.00000;TRI ;O;026.7646;+28.62624
022.866279;+28.645399;021.1249;+28.00000;TRI ;O;022.8663;+28.64540
022.897284;+33.645322;021.1249;+33.00000;TRI ;O;022.8973;+33.64532
022.910692;+35.645289;021.1249;+35.00000;TRI ;O;022.9107;+35.64529
031.854091;+35.597091;030.0000;+35.00000;TRI ;O;031.8541;+35.59709
031.870929;+37.347036;030.0000;+36.75000;TRI ;O;031.8709;+37.34704
039.679166;+37.293109;037.7500;+36.75000;TRI ;O;039.6792;+37.29311
040.434482;+37.287344;038.5000;+36.75000;TRI ;O;040.4345;+37.28734
040.402208;+34.537471;038.5000;+34.00000;TRI ;O;040.4022;+34.53747
042.666288;+34.519636;040.7500;+34.00000;TRI ;O;042.6663;+34.51964
042.628204;+31.186464;040.7500;+30.66667;TRI ;O;042.6282;+31.18646
038.103022;+31.221275;036.2500;+30.66667;TRI ;O;038.1030;+31.22128
038.069980;+27.804731;036.2500;+27.25000;TRI ;O;038.0700;+27.80473
030.530463;+27.854984;028.7500;+27.25000;TRI ;O;030.5305;+27.85498
030.513559;+25.605038;028.7500;+25.00000;TRI ;O;030.5136;+25.60504
224.166478;-70.511618;221.2500;-70.00000;TRA ;O;224.1665;-70.51162
224.003649;-68.012279;221.2500;-67.50000;TRA ;O;224.0036;-68.01228
226.557162;-67.990997;223.7500;-67.50000;TRA ;O;226.5572;-67.99100
226.353552;-64.075193;223.7500;-63.58333;TRA ;O;226.3536;-64.07519
230.166594;-64.041627;227.5000;-63.58333;TRA ;O;230.1666;-64.04163
230.054573;-61.458804;227.5000;-61.00000;TRA ;O;230.0546;-61.45880
232.589778;-61.435361;229.9999;-61.00000;TRA ;O;232.5898;-61.43536
232.549869;-60.435548;229.9999;-60.00000;TRA ;O;232.5499;-60.43555
249.034748;-60.264493;246.3124;-60.00000;TRA ;O;249.0347;-60.26449
249.081688;-61.264231;246.3124;-61.00000;TRA ;O;249.0817;-61.26423
251.537906;-61.236490;248.7499;-61.00000;TRA ;O;251.5379;-61.23649
251.676386;-63.819033;248.7499;-63.58333;TRA ;O;251.6764;-63.81903
254.195194;-63.790123;251.2500;-63.58333;TRA ;O;254.1952;-63.79012
254.283599;-65.206283;251.2500;-65.00000;TRA ;O;254.2836;-65.20628
255.542455;-65.191676;252.4999;-65.00000;TRA ;O;255.5425;-65.19168
255.725066;-67.690614;252.4999;-67.50000;TRA ;O;255.7251;-67.69061
258.242599;-67.661119;255.0000;-67.50000;TRA ;O;258.2426;-67.66112
258.470808;-70.159775;255.0000;-70.00000;TRA ;O;258.4708;-70.15978
351.997813;-74.312376;349.9999;-75.00000;TUC ;O;351.9978;-74.31238
001.566227;-74.303869;000.0000;-75.00000;TUC ;O;        ;
012.332302;-74.318484;011.2500;-75.00000;TUC ;O;012.3323;-74.31848
012.295277;-75.318437;011.2500;-76.00000;TUC ;O;012.2953;-75.31844
020.653859;-75.347130;019.9999;-76.00000;TUC ;O;020.6539;-75.34713
021.206074;-57.848330;019.9999;-58.50000;TUC ;O;021.2061;-57.84833
351.778317;-57.812597;349.9999;-58.50000;TUC ;O;351.7783;-57.81260
351.768455;-56.312608;349.9999;-57.00000;TUC ;O;351.7685;-56.31261
332.113701;-56.390765;330.0000;-57.00000;TUC ;O;332.1137;-56.39077
332.398592;-66.889916;330.0000;-67.50000;TUC ;O;332.3986;-66.88992
351.861339;-66.812511;349.9999;-67.50000;TUC ;O;351.8613;-66.81251
145.709026;+41.431721;143.7499;+42.00000;UMA ;O;145.7090;+41.43172
139.512267;+41.478637;137.5000;+42.00000;UMA ;O;139.5123;+41.47864
139.590483;+46.478325;137.5000;+47.00000;UMA ;O;139.5905;+46.47832
128.439851;+46.577762;126.2500;+47.00000;UMA ;O;128.4399;+46.57776
128.798840;+59.576026;126.2500;+60.00000;UMA ;O;128.7988;+59.57603
122.128811;+59.643428;119.5000;+60.00000;UMA ;O;122.1288;+59.64343
123.085806;+73.138410;119.5000;+73.50000;UMA ;O;123.0858;+73.13841
140.615093;+72.974195;137.5000;+73.50000;UMA ;O;140.6151;+72.97419
171.961131;+72.812588;169.9999;+73.50000;UMA ;O;171.9611;+72.81259
171.849142;+65.812694;169.9999;+66.50000;UMA ;O;171.8491;+65.81269
181.579092;+65.804051;180.0000;+66.50000;UMA ;O;181.5791;+65.80405
181.581399;+63.304050;180.0000;+64.00000;UMA ;O;181.5814;+63.30405
203.550460;+63.359432;202.5000;+64.00000;UMA ;O;203.5505;+63.35943
203.573559;+62.359487;202.5000;+63.00000;UMA ;O;203.5736;+62.35949
217.045226;+62.441565;216.2500;+63.00000;UMA ;O;217.0452;+62.44156
217.251206;+54.942314;216.2500;+55.50000;UMA ;O;217.2512;+54.94231
211.584324;+54.903657;210.4999;+55.50000;UMA ;O;211.5843;+54.90366
211.698660;+47.904012;210.4999;+48.50000;UMA ;O;211.6987;+47.90401
203.795027;+47.860007;202.5000;+48.50000;UMA ;O;203.7950;+47.86001
203.742307;+52.359884;202.5000;+53.00000;UMA ;O;203.7423;+52.35988
182.818380;+52.304415;181.2499;+53.00000;UMA ;O;182.8184;+52.30441
182.826305;+44.304408;181.2499;+45.00000;UMA ;O;182.8263;+44.30441
181.591260;+44.304035;180.0000;+45.00000;UMA ;O;181.5913;+44.30403
181.594366;+33.304022;180.0000;+34.00000;UMA ;O;181.5944;+33.30402
181.595519;+28.304016;180.0000;+29.00000;UMA ;O;181.5955;+28.30402
179.608797;+28.304099;178.0000;+29.00000;UMA ;O;179.6088;+28.30410
166.693830;+28.325073;165.0000;+29.00000;UMA ;O;166.6938;+28.32507
166.714060;+33.325049;165.0000;+34.00000;UMA ;O;166.7141;+33.32505
163.489239;+33.335730;161.7499;+34.00000;UMA ;O;163.4892;+33.33573
163.523000;+39.335675;161.7499;+40.00000;UMA ;O;163.5230;+39.33568
154.359208;+39.377466;152.5000;+40.00000;UMA ;O;154.3592;+39.37747
154.378024;+41.377416;152.5000;+42.00000;UMA ;O;154.3780;+41.37742
195.820510;+76.329001;195.0000;+77.00000;UMI ;O;195.8205;+76.32900
196.097366;+69.329457;195.0000;+70.00000;UMI ;O;196.0974;+69.32946
210.650775;+69.399208;210.0000;+70.00000;UMI ;O;210.6508;+69.39921
210.820510;+65.399734;210.0000;+66.00000;UMI ;O;210.8205;+65.39973
235.329597;+65.602411;235.0000;+66.00000;UMI ;O;235.3296;+65.60241
235.050688;+69.601011;235.0000;+70.00000;UMI ;O;235.0507;+69.60101
247.841166;+69.738359;247.9999;+70.00000;UMI ;O;247.8412;+69.73836
247.220878;+74.734846;247.9999;+75.00000;UMI ;O;247.2209;+74.73485
261.536860;+74.903350;262.5000;+75.00000;UMI ;O;261.5369;+74.90335
260.218295;+79.895389;262.5000;+80.00000;UMI ;O;260.2183;+79.89539
267.656432;+79.985778;270.0000;+80.00000;UMI ;O;267.6564;+79.98578
261.723364;+85.949604;270.0000;+86.00000;UMI ;O;261.7234;+85.94960
308.722253;+86.465584;315.0000;+86.00000;UMI ;O;308.7223;+86.46558
308.332728;+86.630586;315.0000;+86.16666;UMI ;O;308.3327;+86.63059
343.511367;+86.836807;345.0000;+86.16666;UMI ;O;343.5114;+86.83681
339.263111;+88.663804;345.0000;+88.00000;UMI ;O;339.2631;+88.66380
135.830448;+87.568969;120.0000;+88.00000;UMI ;O;135.8304;+87.56897
130.401376;+86.097586;120.0000;+86.50000;UMI ;O;130.4014;+86.09759
213.023307;+85.930900;217.5000;+86.50000;UMI ;O;213.0233;+85.93090
216.782954;+79.445073;217.5000;+80.00000;UMI ;O;216.7830;+79.44507
203.809168;+79.363027;203.7499;+80.00000;UMI ;O;203.8092;+79.36303
204.156976;+76.363905;203.7499;+77.00000;UMI ;O;204.1570;+76.36390
166.337072;-57.174512;165.0000;-56.50000;VEL ;O;166.3371;-57.17451
166.456340;-40.424671;165.0000;-39.75000;VEL ;O;166.4563;-40.42467
141.733854;-40.291907;140.5000;-39.75000;VEL ;O;141.7339;-40.29191
141.771393;-37.292047;140.5000;-36.75000;VEL ;O;141.7714;-37.29205
126.677569;-37.160058;125.5000;-36.75000;VEL ;O;126.6776;-37.16006
126.572070;-43.409545;125.5000;-43.00000;VEL ;O;126.5721;-43.40954
121.038036;-43.353524;120.0000;-43.00000;VEL ;O;121.0380;-43.35352
120.861427;-51.102606;120.0000;-50.75000;VEL ;O;120.8614;-51.10261
123.380871;-51.128554;122.5000;-50.75000;VEL ;O;123.3809;-51.12855
123.319852;-53.378245;122.5000;-53.00000;VEL ;O;123.3199;-53.37824
127.609026;-53.420708;126.7500;-53.00000;VEL ;O;127.6090;-53.42071
127.566841;-54.920506;126.7500;-54.50000;VEL ;O;127.5668;-54.92051
133.379915;-54.974258;132.4999;-54.50000;VEL ;O;133.3799;-54.97426
133.323388;-56.974010;132.4999;-56.50000;VEL ;O;133.3234;-56.97401
174.350384;-00.691691;172.7500;+00.00000;VIR ;O;174.3504;-00.69169
174.365548;+10.308316;172.7500;+11.00000;VIR ;O;174.3655;+10.30832
179.603602;+10.304073;178.0000;+11.00000;VIR ;O;179.6036;+10.30407
179.604398;+13.304078;178.0000;+14.00000;VIR ;O;179.6044;+13.30408
194.061920;+13.322543;192.4999;+14.00000;VIR ;O;194.0619;+13.32254
194.058955;+14.322540;192.4999;+15.00000;VIR ;O;194.0590;+14.32254
204.028825;+14.360525;202.5000;+15.00000;VIR ;O;204.0288;+14.36053
204.063750;+07.360598;202.5000;+08.00000;VIR ;O;204.0638;+07.36060
227.781422;+07.525413;226.2499;+08.00000;VIR ;O;227.7814;+07.52541
227.852949;-00.474279;226.2499;+00.00000;VIR ;O;227.8529;-00.47428
221.603023;-00.526930;220.0000;+00.00000;VIR ;O;221.6030;-00.52693
221.667036;-08.526687;220.0000;-08.00000;VIR ;O;221.6670;-08.52669
215.408414;-08.573138;213.7500;-08.00000;VIR ;O;215.4084;-08.57314
215.513013;-22.572799;213.7500;-22.00000;VIR ;O;215.5130;-22.57280
194.166756;-22.677370;192.4999;-22.00000;VIR ;O;194.1668;-22.67737
194.132939;-11.677399;192.4999;-11.00000;VIR ;O;194.1329;-11.67740
